Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags
62.89.3,FALSE,TRUE,7572,The American Wing,Soap box,Soap Box,American,,,,,Maker,,Ashbil Griswold,1784–1853,,"Griswold, Ashbil",,1784,1853,1807–35,1807,1835,Pewter,H. 1 1/2 in. (3.8 cm); Diam. 4 1/2 in. (11.4 cm),"Gift of Mrs. Stephen S. FitzGerald, 1962",Made in,Meriden,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/7572,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
11.60.155c,FALSE,FALSE,7573,The American Wing,Soap dish,Soap Dish,,,,,,,,,,,,,,,1800–1900,1800,1900,Porcelain,1 7/8 x 3 1/8 x 3 7/8 in. (4.8 x 7.9 x 9.8 cm),"Bequest of Maria P. James, 1910",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7573,,"Metropolitan Museum of Art, New York, NY",
41.34.54,FALSE,TRUE,7574,The American Wing,Soap dish,Soap dish,American,,,,,Maker,,Ashbil Griswold,1784–1853,,"Griswold, Ashbil",,1784,1853,1807–35,1807,1835,Pewter,H. 1 5/8 in. (4.1 cm); Diam. 4 3/8 in. (11.1 cm),"Gift of Mrs. J. Insley Blair, in memory of her husband, 1941",Made in,Meriden,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/7574,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
10.125.176,FALSE,TRUE,7575,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,1790–1800,1790,1800,"Mahogany, satinwood, maple",31 x 75 x 22 in. (78.7 x 190.5 x 55.9 cm),"Gift of Mrs. Russell Sage, 1909",Made in,Newburyport,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7575,2019-05-22T03:00:45.347Z,"Metropolitan Museum of Art, New York, NY",
30.120.38,FALSE,FALSE,7577,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,1750–75,1750,1775,Mahogany,37 1/2 x 80 x 28 3/4 in. (95.3 x 203.2 x 73 cm),"The Sylmaris Collection, Gift of George Coe Graves, 1930",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7577,,"Metropolitan Museum of Art, New York, NY",
39.148.1,FALSE,TRUE,7578,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,ca. 1820,1817,1820,Mahogany,34 1/2 x 83 1/2 x 25 in. (87.6 x 212.1 x 63.5 cm),"Bequest of May Blackstone Huntington, 1938",Made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7578,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
60.114,FALSE,TRUE,7579,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,1760–90,1760,1790,Wood,39 3/4 x 88 1/4 x 30 1/2 in. (101 x 224.2 x 77.5 cm),"Gift of Mr. and Mrs. J. Carl De La Cour, Jr., 1960",Probably made in,Philadelphia,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7579,2019-06-15T03:00:44.137Z,"Metropolitan Museum of Art, New York, NY",
61.254,FALSE,FALSE,7580,The American Wing,Sofa,Sofa,American,,,,,Maker,,Ernest F. Hagen,,,"Hagen, Ernest F.",,,9999,ca. 1898,1895,1898,"Mahogany, cane",36 x 59 5/8 x 30 in. (91.4 x 151.4 x 76.2 cm),"Gift of Lee McCanliss, 1961",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7580,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
65.58,FALSE,TRUE,7581,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,ca. 1820,1817,1820,"Mahogany, ash, maple, pine",34 1/2 x 98 1/2 x 27 in. (87.6 x 250.2 x 68.6 cm),"Friends of the American Wing Fund, 1965",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7581,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
66.108.1,FALSE,TRUE,7582,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,1790–1805,1790,1805,"Mahogany, satinwood inlay",36 3/4 x 77 13/16 x 30 1/8 in. (93.3 x 197.6 x 76.5 cm),"Given in memory of George Drew Egbert and Estelle Powers Egbert, by their children, 1966",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7582,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
1972.55,FALSE,TRUE,7583,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,1760–90,1760,1790,"Mahogany, yellow pine",39 1/4 x 98 x 33 1/2 in. (99.7 x 248.9 x 85.1 cm),"Purchase, Gift of Mrs. Louis Guerineau Myers, in memory of her husband, by exchange, 1972",Made in,Philadelphia,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7583,2019-06-15T03:00:44.137Z,"Metropolitan Museum of Art, New York, NY",
1977.423,FALSE,TRUE,7584,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,ca. 1855,1852,1855,Rosewood,41 x 55 1/2 x 30 in. (104.1 x 141 x 76.2 cm),"Gift of Olive Huber, 1977",Made in,,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7584,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
57.130.1,FALSE,TRUE,7585,The American Wing,Sofa,Sofa,American,,,,,Maker,Attributed to,John H. Belter,1804–1863,,"Belter, J. H.",German,1804,1863,1850–60,1850,1860,"Rosewood, ash, pine",48 1/2 x 89 3/4 x 29 1/2 in. (123.2 x 228 x 74.9 cm),"Gift of Mrs. Charles Reginald Leonard, in memory of Edgar Welch  Leonard, Robert Jarvis Leonard, and Charles Reginald Leonard, 1957",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7585,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
1999.396,TRUE,TRUE,7586,The American Wing,Sofa,Sofa,American,,,,,Maker,,John H. Belter,1804–1863,,"Belter, J. H.",German,1804,1863,1850–60,1850,1860,Rosewood,53 1/4 x 66 x 25 in. (135.3 x 167.6 x 63.5 cm),"Purchase, Friends of the American Wing Fund and Lila Acheson Wallace Gift, 1999",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7586,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
48.164.1,FALSE,TRUE,7587,The American Wing,Sofa,Sofa,American,,,,,Maker,,William Hancock,active ca. 1820–49,", upholsterer","Hancock, William",,1817,1849,1826–28,1826,1828,"Mahogany, maple, chestnut, rosewood",34 3/4 x 89 1/2 x 26 1/2 in. (88.3 x 227.3 x 67.3 cm),"Gift of Mrs. William W. Hoppin, 1948",Made in,Boston,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7587,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
68.69.1,FALSE,TRUE,7588,The American Wing,Sofa,Sofa,American,,,,,Maker,,Léon Marcotte,1824–1887,,"Marcotte, Léon",French,1824,1887,ca. 1860,1857,1860,"Maple, gilt bronze",42 1/2 x 73 x 34 1/2 in. (108 x 185.4 x 87.6 cm),"Gift of Mrs. D. Chester Noyes, 1968",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7588,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
68.165.3,FALSE,FALSE,7589,The American Wing,Sofa,Sofa,American,,,,,Maker,,Léon Marcotte,1824–1887,,"Marcotte, Léon",French,1824,1887,ca. 1860,1857,1860,Maple,43 3/8 x 31 x 72 in. (110.2 x 78.7 x 182.9 cm),"Gift of Douglas M. Moffat, 1968",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7589,,"Metropolitan Museum of Art, New York, NY",
26.207,FALSE,TRUE,7590,The American Wing,Sofa,Sofa,American,,,,,Maker,Attributed to,Samuel McIntire,1757–1811,,"McIntire, Samuel",,1757,1811,1800–1810,1800,1810,"Mahogany, white pine, birch",40 x 84 x 25 in. (101.6 x 213.4 x 63.5 cm),"Fletcher Fund, 1926",Made in,Salem,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7590,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
"46.171.1a, b",FALSE,TRUE,7591,The American Wing,Sofa,Sofa,American,,,,,Maker,Attributed to,Samuel McIntire,1757–1811,,"McIntire, Samuel",,1757,1811,ca. 1800,1795,1805,"Mahogany, white pine, birch",38 1/2 x 76 x 25 1/2 in. (97.8 x 193 x 64.8 cm),"Gift of Charles K. Davis, 1946",Made in,Salem,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7591,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
"40.159.1a, b",FALSE,TRUE,7592,The American Wing,Sofa,Sofa,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1810–20,1810,1820,Maple,30 x 82 1/2 x 24 1/2 in. (76.2 x 209.6 x 62.2 cm),"Gift of Mrs. Bayard Verplanck, in memory of Dr. James Sykes Rumsey, 1940",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7592,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
42.16,FALSE,TRUE,7593,The American Wing,Sofa,Sofa,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1805–15,1805,1815,"Mahogany, white pine, tulip poplar",37 x 80 1/4 x 25 in. (94 x 203.8 x 63.5 cm),"Gift of Mrs. Harry Horton Benkard, 1942",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7593,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
59.197,FALSE,TRUE,7594,The American Wing,Sofa,Sofa,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1810–20,1810,1820,"Mahogany, gilt brass, tulip poplar",29 5/8 x 74 x 24 in. (75.2 x 188 x 61 cm),"Gift of C. Ruxton Love Jr., 1959",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7594,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
60.4.1,TRUE,TRUE,7595,The American Wing,Sofa,Sofa,American,,,,,Maker,Attributed to,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,ca. 1810–20,1807,1820,"Mahogany, tulip poplar, cane, gilded brass",34 x 84 3/4 x 23 3/4 in. (86.4 x 215.3 x 60.3 cm),"Gift of C. Ruxton Love Jr., 1960",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7595,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Sofas
1997.183,FALSE,TRUE,7596,The American Wing,Watercolor,Landscape with Rocky Hills and Stream,American,,,,,Artist,,William Louis Sonntag,1822–1900,,"Sonntag, William Louis",,1822,1900,1890,1890,1890,Gouache and watercolor on off-white wove paper,11 1/8 x 15 5/16 in. (28.3 x 38.9 cm),"Gift of M.B. Holt III, in memory of his grandmother, Mabel Brown Holt,  1997",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/7596,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Hills|Landscapes
46.67.90a–d,FALSE,TRUE,7597,The American Wing,Sofa,Sofa,American,,,,,,,,,,,,,,1800–1805,1800,1805,"Mahogany with ash, yellow poplar",40 x 78 x 31 in. (101.6 x 198.1 x 78.7 cm),"Gift of the Members of the Committee of the Bertha King Benkard Memorial Fund, 1946",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7597,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
68.133.1,FALSE,TRUE,7599,The American Wing,Sofa,Sofa,American,,,,,Maker,Attributed to,John Jelliff,1813–1893,,"Jelliff, John",American,1813,1893,1868–70,1868,1870,"Rosewood, ash, pine, mother-of-pearl",45 7/8 x 76 3/4 x 31 in. (116.5 x 194.9 x 78.7 cm),"Gift of Josephine M. Fiala, 1968",Made in,Newark,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7599,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
69.258.1,FALSE,FALSE,7600,The American Wing,Sofa,Sofa,American,,,,,Maker,,Joseph Meeks & Sons,"American, New York, 1829–35",,"Meeks, Joseph & Sons",American,1829,1835,1859,1859,1859,Rosewood,49 1/2 x 63 x 34 in. (125.7 x 160 x 86.4 cm),"Gift of Bradford A. Warner, 1969",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7600,,"Metropolitan Museum of Art, New York, NY",
69.258.2,FALSE,TRUE,7601,The American Wing,Sofa,Sofa,American,,,,,Maker,,Joseph Meeks & Sons,"American, New York, 1829–35",,"Meeks, Joseph & Sons",American,1829,1835,1859,1859,1859,Rosewood,49 1/2 x 63 x 34 in. (125.7 x 160 x 86.4 cm),"Gift of Bradford A. Warner, 1969",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7601,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
69.262.1,FALSE,TRUE,7602,The American Wing,Sofa,Sofa,American or French,,,,,Maker,,Auguste-Emile Rinquet-Leprince,1801–1886,,"Ringuet-Leprince, Auguste-Emile",French,1801,1886,ca. 1843,1843,1843,"Applewood or pearwood, ebonized walnut, beech, gilt-bronze mounts; original under upholstery and show cover",36 1/4 x 62 1/2 x 29 in. (92.1 x 158.8 x 73.7 cm),"Gift of Mrs. Douglas Williams, 1969",Possibly made in|Possibly made in,New York|Paris,,,United States|France,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7602,2019-11-09T04:43:16.453Z,"Metropolitan Museum of Art, New York, NY",
69.262.2,FALSE,TRUE,7603,The American Wing,Sofa,Sofa,American or French,,,,,Maker,,Auguste-Emile Rinquet-Leprince,1801–1886,,"Ringuet-Leprince, Auguste-Emile",French,1801,1886,ca. 1843,1841,1848,"Applewood or pearwood, ebonized walnut, beech",36 1/4 x 62 1/2 x 29 in. (92.1 x 158.8 x 73.7 cm),"Gift of Mrs. Douglas Williams, 1969",Possibly made in|Possibly made in,New York|Paris,,,United States|France,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7603,2019-11-09T04:43:16.453Z,"Metropolitan Museum of Art, New York, NY",
66.221.1,FALSE,TRUE,7604,The American Wing,Couch,Couch,American,,,,,Maker,Attributed to the Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1837,1837,1837,"Mahogany, pine, ash",38 1/2 x 74 x 24 1/2 in. (97.8 x 188 x 62.2 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7604,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
66.221.2,FALSE,FALSE,7605,The American Wing,Daybed,Daybed,American,,,,,Maker,Workshop of,Duncan Phyfe,1770–1854,,"Phyfe, Duncan",Scottish,1770,1854,1837,1837,1837,"Mahogany, pine, ash",38 1/2 x 74 x 24 1/2 in. (97.8 x 188 x 62.2 cm),"Purchase, L. E. Katzenbach Fund Gift, 1966",Made in,New York,,,United States,,,,,,,Furniture,,http://www.metmuseum.org/art/collection/search/7605,,"Metropolitan Museum of Art, New York, NY",
1986.2,FALSE,TRUE,7606,The American Wing,Solar lamp,Solar Lamp,American,,,,,Maker,,Cornelius and Son,,,Cornelius and Son ,,,9999,1843–49,1843,1849,"Gilt bronze, glass",H. 27 in. (68.6 cm),"Purchase, Mr. and Mrs. Edward J. Scheider Gift, 1986",Made in,Philadelphia,,,United States,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/7606,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
1980.497.9,FALSE,FALSE,7607,The American Wing,Soldering iron,Soldering iron from Tiffany Studios,American,,,,,Maker,,Tiffany Studios,1902–32,,Tiffany Studios ,,1902,1932,1900–1907,1900,1907,Metal,Dimensions unavailable,"Gift of Fred and Nancylee Dikeman, in memory of his father, John Dikeman, 1980",Made in,New York,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/7607,2019-07-31T03:00:40.447Z,"Metropolitan Museum of Art, New York, NY",
62.18.2,FALSE,TRUE,7608,The American Wing,Solitaire game,Solitaire Game,,,,,,,,,,,,,,,1770–1800,1770,1800,Ivory,H. 6 1/2 in. (16.5 cm); Diam. 2 1/4 in. (5.7 cm),"Rogers Fund, 1962",Possibly made in|Possibly made in,,,,China|India,,,,,,,Natural Substances,,http://www.metmuseum.org/art/collection/search/7608,2019-02-01T10:50:49.477Z,"Metropolitan Museum of Art, New York, NY",Games
1986.307.3,FALSE,FALSE,7609,The American Wing,Soup bowl,Soup bowl,American,,,,,Decorator,,Louise McLaughlin,"American, Cincinnati, Ohio 1847–1939 Cincinnati, Ohio",,"McLaughlin, Louise",American,1847,1939,ca. 1885–90,1882,1890,"Porcelain, overglaze enamel decoration and gilding",H. 1 3/8 in. (3.5 cm); Diam. 8 1/4 in. (21 cm),"Purchase, Friends of the American Wing Fund and Anonymous Gift, 1986",Made in,Cincinnati,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7609,2019-09-12T04:57:40.783Z,"Metropolitan Museum of Art, New York, NY",
69.194.103,FALSE,TRUE,7610,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 7/16 in. (3.7 cm); Diam. 8 13/16 in. (22.4 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7610,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.104,FALSE,TRUE,7611,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 7/16 in. (3.7 cm); Diam. 8 13/16 in. (22.4 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7611,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.105,FALSE,TRUE,7612,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 1/2 in. (3.8 cm); Diam. 8 13/16 in. (22.4 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7612,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.106,FALSE,TRUE,7613,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 7/16 in. (3.7 cm); Diam. 8 3/4 in. (22.2 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7613,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.107,FALSE,TRUE,7614,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 7/16 in. (3.7 cm); Diam. 8 13/16 in. (22.4 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7614,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.108,FALSE,TRUE,7615,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 1/2 in. (3.8 cm); Diam. 8 3/4 in. (22.2 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7615,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.109,FALSE,TRUE,7616,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 7/16 in. (3.7 cm); Diam. 8 3/4 in. (22.2 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7616,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.110,FALSE,TRUE,7617,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 1/2 in. (3.8 cm); Diam. 8 3/4 in. (22.2 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7617,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.111,FALSE,TRUE,7618,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 1/2 in. (3.8 cm); Diam. 8 3/4 in. (22.2 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7618,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.112,FALSE,TRUE,7619,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 7/16 in. (3.7 cm); Diam. 8 3/4 in. (22.2 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7619,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.113,FALSE,TRUE,7620,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 7/16 in. (3.7 cm); Diam. 8 3/4 in. (22.2 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7620,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
69.194.114,FALSE,TRUE,7621,The American Wing,Soup bowl,Soup Bowl,American,,,,,Maker,,Union Porcelain Works,1863–ca. 1922,,Union Porcelain Works ,,1863,1922,1885,1885,1885,Porcelain,H. 1 7/16 in. (3.7 cm); Diam. 8 13/16 in. (22.4 cm),"Gift of Mr. and Mrs. Franklin Chace, 1969",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7621,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",
60.111.95,FALSE,FALSE,7622,The American Wing,Soup dish,Soup Dish,"Chinese, for American market",,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 10 in. (25.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7622,,"Metropolitan Museum of Art, New York, NY",
60.111.96,FALSE,FALSE,7623,The American Wing,Soup dish,Soup Dish,"Chinese, for American market",,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 10 in. (25.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7623,,"Metropolitan Museum of Art, New York, NY",
60.111.97,FALSE,FALSE,7624,The American Wing,Soup dish,Soup Dish,"Chinese, for American market",,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 10 in. (25.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7624,,"Metropolitan Museum of Art, New York, NY",
60.111.98,FALSE,TRUE,7625,The American Wing,Soup dish,Soup Dish,"Chinese, for American market",,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 10 in. (25.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7625,2019-07-26T03:00:41.71Z,"Metropolitan Museum of Art, New York, NY",Birds|Flowers
60.111.99,FALSE,FALSE,7626,The American Wing,Soup dish,Soup Dish,"Chinese, for American market",,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 10 in. (25.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7626,,"Metropolitan Museum of Art, New York, NY",
60.111.100,FALSE,FALSE,7627,The American Wing,Soup dish,Soup Dish,"Chinese, for American market",,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 10 in. (25.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7627,,"Metropolitan Museum of Art, New York, NY",
60.111.101,FALSE,FALSE,7628,The American Wing,Soup dish,Soup Dish,"Chinese, for American market",,,,,,,,,,,,,,ca. 1860–66,1860,1866,Porcelain,Diam. 10 in. (25.4 cm),"Gift of Elizabeth Hazard and Marion H. McVitty, in memory of their mother, Mrs. Lauriston H. Hazard, 1960",Made in,,,,China,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/7628,,"Metropolitan Museum of Art, New York, NY",
